handle,value_created_usd,distribution
asotirov,12.17,initial
ellierennie,12.16,initial
leanthebean,12.16,initial
radhikagupta,12.16,initial
ar8100,12.14,initial
casper0513,12.14,initial
kschoos,12.14,initial
seii-saintway,12.11,initial
wildnet2,12.11,initial
tristanmazet,12.04,initial
bibchanel,12.03,initial
ezeuuu,12.00,initial
hakumai-iida,12.00,initial
nealmcb,12.00,initial
neuroscr,12.00,initial
wpchop,12.00,initial
mureinik,11.98,initial
raghavaro,11.98,initial
petmir,11.96,initial
gepenk87,11.93,initial
mkmidd,11.92,initial
momentmaker,11.91,initial
akchor,11.89,initial
binaryflesh,11.89,initial
kleo2012,11.88,initial
jeeiii,11.86,initial
jellyswap,11.85,initial
rachit2501,11.84,initial
alexmb15,11.83,initial
dmf7z,11.82,initial
anonusergitcoin13-zz1ul83ufpwhtrpuvrvsvuvt6icl7peq,11.81,initial
buenodai,11.75,initial
tsikov,11.75,initial
osho1278,11.71,initial
substrata,11.71,initial
mrbelding,11.70,initial
criptoconserje,11.66,initial
chmanie,11.65,initial
phantomydn,11.65,initial
jdpurohit,11.63,initial
aashishrathi,11.61,initial
bbf400,11.60,initial
doggodfroglog,11.59,initial
arminius3,11.58,initial
tama321,11.57,initial
chrishefele,11.55,initial
mknspng,11.55,initial
parithosh,11.55,initial
abid1733,11.52,initial
spalladino,11.50,initial
piandex,11.48,initial
galaxar,11.46,initial
danc2050,11.44,initial
pretentious7,11.44,initial
archanasyu,11.43,initial
lenara,11.43,initial
navvuonmi5,11.43,initial
reddyians,11.43,initial
rnkww3,11.43,initial
sew1269i,11.43,initial
vaioi7hd,11.43,initial
mjoerg,11.42,initial
alexyzcrypto,11.40,initial
cybergyny,11.40,initial
nftmagic,11.40,initial
oily-sirs,11.40,initial
perlmutterlabs,11.40,initial
rdleonhard,11.40,initial
throwawayeth,11.40,initial
unogreg,11.40,initial
78carla,11.36,initial
christianholman,11.32,initial
hamekasyal,11.32,initial
dcdiag,11.30,initial
zerocryptoinc,11.25,initial
nigeon,11.23,initial
mrjack1980,11.22,initial
daniellmesquita,11.21,initial
adidust213,11.19,initial
alemdsa,11.19,initial
juan-cc,11.19,initial
vineeshabendadi,11.19,initial
wafey123,11.17,initial
dev-cnote,11.15,initial
moonniy,11.15,initial
dharminder12358675,11.12,initial
prajwalsdharan,11.12,initial
smyak,11.10,initial
madtodist,11.09,initial
mananakau,11.08,initial
mszyma,11.08,initial
linkonko,11.06,initial
shakib238,11.06,initial
kdeme,11.05,initial
tibocatzeyes,11.05,initial
its-vsp,11.03,initial
arjunb98,11.00,initial
bradlejh721,11.00,initial
dcrowley-hub,11.00,initial
jpaan,11.00,initial
onofreicl,11.00,initial
sara600,11.00,initial
phaymond,10.99,initial
rdgrabowski,10.99,initial
kitavimo,10.97,initial
joranhonig,10.96,initial
panchc0,10.96,initial
giotrips,10.95,initial
mmjazzar,10.95,initial
andreferdigg,10.94,initial
dileep12345678,10.94,initial
acelisweaven,10.91,initial
jamesdigid,10.89,initial
fcrooks,10.88,initial
qu4ku,10.88,initial
infinitywallet,10.86,initial
cptterrell,10.84,initial
invocamanman,10.84,initial
tomoyaigarashi,10.83,initial
mateodev,10.82,initial
mffouda,10.82,initial
randaleastman,10.82,initial
thirdman,10.82,initial
senatorlila,10.81,initial
shahjay00785,10.81,initial
karim40,10.80,initial
carlcortright,10.78,initial
mabbamog,10.78,initial
renejammy,10.78,initial
anonusergitcoin41-rxgef7knpw1cdzilin9w4nxlvtgvat28,10.74,initial
anonusergitcoin43-iahkwuespok9cq2p6g2p6bs9fvaq57r8,10.74,initial
anonusergitcoin62-hxpxzvc7com5aznvotze6ifgyqtdxf3p,10.74,initial
anonusergitcoin64-h7mdr2hjjldkgyggobmke46s8gihnkyk,10.74,initial
coreytmayweather,10.71,initial
dkhanevich,10.71,initial
glebbeloded,10.71,initial
mnugumanova,10.71,initial
raumo0,10.71,initial
skilus,10.71,initial
henryleca,10.68,initial
zaikhan88,10.67,initial
ninjadsl,10.66,initial
louisdm31,10.64,initial
nftfl,10.64,initial
pash161,10.61,initial
apo-88,10.59,initial
froomranch,10.58,initial
qt-sergal,10.58,initial
refdy,10.58,initial
anonymousme1994,10.57,initial
souravinsights,10.57,initial
shanerich,10.55,initial
vondra,10.55,initial
derzender,10.53,initial
gavinly,10.50,initial
caseywa,10.47,initial
gweicz,10.47,initial
darcys22,10.46,initial
piyars337,10.46,initial
84ben,10.45,initial
adambeaudoin,10.45,initial
brendayeung,10.45,initial
clay973,10.45,initial
d146t,10.45,initial
demosthenes3534534,10.45,initial
erj20,10.45,initial
hrasgari,10.45,initial
kimpers,10.45,initial
kodata-kode,10.45,initial
mattk8,10.45,initial
mettius81,10.45,initial
overlord35345,10.45,initial
sajz,10.45,initial
theshark12,10.45,initial
ahmadmoin8932,10.42,initial
amirul5,10.42,initial
jack-works,10.42,initial
keysane,10.42,initial
panragon,10.41,initial
dziubutkus,10.37,initial
sacdeneu,10.35,initial
vikiival,10.34,initial
bid-openapi,10.32,initial
sudheerreddysingam,10.32,initial
canadaduane,10.31,initial
artbeatdynamics,10.29,initial
amirardalan11,10.28,initial
babyparker,10.28,initial
brandon-born,10.28,initial
cris-hash,10.28,initial
edyqhayman,10.28,initial
leoxs22,10.28,initial
uvizhe,10.28,initial
ubermana,10.27,initial
banana-kaizer,10.26,initial
bikan33,10.26,initial
subhasis256,10.26,initial
angelamariegillard,10.25,initial
lithyriolu,10.25,initial
onyeka-honey,10.23,initial
juansnow1,10.22,initial
kpromes,10.22,initial
archerindigo,10.21,initial
anonusergitcoin7-nq5tkudhq0nkicpzksfmh4475onttlbe,10.20,initial
akhileshdubba,10.18,initial
zorphmagorph,10.16,initial
tommywashere,10.15,initial
deadsec1702,10.14,initial
henkholveck,10.14,initial
askaaqib,10.13,initial
hamzadji,10.13,initial
hellomalaysia,10.12,initial
vbrekher,10.12,initial
tkembo,10.09,initial
deg3nt3lm4n,10.08,initial
ludoalibrando,10.08,initial
nischitpra,10.08,initial
princeola1,10.08,initial
alexander2146,10.07,initial
cynthia90210,10.07,initial
elisamatei97,10.07,initial
jpatel888,10.07,initial
tobias-eth,10.07,initial
hnodomar,10.06,initial
mi-lan,10.06,initial
uofrcf29,10.06,initial
mmn254,10.05,initial
ekosawyer,10.03,initial
interplanetarychris,10.03,initial
clearwood,10.01,initial
kiproth,10.01,initial
mlake,10.01,initial
trevorjonesart,10.01,initial
420allday420,10.00,initial
aabell8,10.00,initial
ahart999,10.00,initial
altprogamer,10.00,initial
arigatodl,10.00,initial
artified,10.00,initial
ashishb,10.00,initial
ashishbofa,10.00,initial
austineng,10.00,initial
aversivebias,10.00,initial
benzumbrunn,10.00,initial
borysyuk,10.00,initial
brunobettati,10.00,initial
bulvrdapp,10.00,initial
cg021,10.00,initial
chrismaree,10.00,initial
christiewarren,10.00,initial
codehard-achal,10.00,initial
consultaj,10.00,initial
cryptopixelfrog,10.00,initial
daniel-k-ivanov,10.00,initial
davidderhy,10.00,initial
ddesrosier,10.00,initial
densmirnov,10.00,initial
donormailman,10.00,initial
dziabko,10.00,initial
evok3d,10.00,initial
fruityfiddles,10.00,initial
gagans1,10.00,initial
gbogran,10.00,initial
ghostqs,10.00,initial
godtide,10.00,initial
impetus1,10.00,initial
irovira,10.00,initial
j1v,10.00,initial
jensenpak,10.00,initial
kamaci,10.00,initial
kevanderson,10.00,initial
krtk6160,10.00,initial
licarijd,10.00,initial
lmareschi,10.00,initial
magionxilo,10.00,initial
masterrom,10.00,initial
maxsam4,10.00,initial
melnaquib,10.00,initial
midnighttyphoon,10.00,initial
miklt,10.00,initial
mosinms7711,10.00,initial
mpandam123,10.00,initial
mscodebunny,10.00,initial
naveenbmsc,10.00,initial
oneadamreese,10.00,initial
patrick-t-anderson,10.00,initial
penguindev,10.00,initial
perhan007,10.00,initial
platypasia,10.00,initial
pradeepds,10.00,initial
priom,10.00,initial
pshirlyn,10.00,initial
purvagoyal1989,10.00,initial
ramvdixit,10.00,initial
rickyr,10.00,initial
sadepe,10.00,initial
satrianak,10.00,initial
sifaw23,10.00,initial
soonyoushallknow,10.00,initial
spencerbh,10.00,initial
stiliyandimov,10.00,initial
stiutnev,10.00,initial
stopalopa,10.00,initial
sukritimhjn,10.00,initial
survajith1992,10.00,initial
syke1911,10.00,initial
syuhei176,10.00,initial
tclairet,10.00,initial
theasianpianist,10.00,initial
theonemiguelspokeof,10.00,initial
tradeninja7,10.00,initial
trudko,10.00,initial
vivian0312,10.00,initial
vladimirvvs,10.00,initial
vutsalsinghal,10.00,initial
youssef-alaa,10.00,initial
yurko-fedoriv,10.00,initial
garyschulte,9.98,initial
marie-vallee,9.98,initial
steven-audet,9.98,initial
rob-ferguson,9.93,initial
eufrat94,9.92,initial
yippuichu,9.92,initial
amateur-dev,9.90,initial
bizhongkonger,9.90,initial
carmopm,9.89,initial
cnchenhao,9.89,initial
mo-fesal,9.88,initial
congbv,9.87,initial
cheryldouglass,9.86,initial
engineervix,9.86,initial
bandhul,9.85,initial
vinayakkalra,9.85,initial
vittominacori,9.84,initial
kotp,9.82,initial
alipostaci2001,9.81,initial
matrixsun95,9.79,initial
yisiliu,9.77,initial
garrybakerjr,9.75,initial
girishsagar,9.75,initial
jamestodaromd,9.75,initial
rrlenkala,9.75,initial
trefr,9.75,initial
khascun,9.74,initial
jacabass,9.73,initial
celiktepemurat,9.72,initial
mha11,9.72,initial
phistr90,9.72,initial
sushrut111,9.71,initial
amalsugath,9.70,initial
dnlhwrd,9.69,initial
njmdiesel,9.69,initial
rohan2433,9.69,initial
stiiceva,9.69,initial
boyroywax,9.68,initial
drew0776,9.67,initial
anonusergitcoin39-zq2kvt0jnmjuz4ox5ppebxfmtiqjlugy,9.66,initial
arielsbecker,9.66,initial
amklite,9.65,initial
anonusergitcoin77-jlwpbnlf09envngmw2bpczuc54wikadh,9.65,initial
balajipachai,9.64,initial
sokninkv,9.64,initial
michaelharms6010,9.62,initial
ceteco,9.60,initial
darzyx,9.60,initial
sillytuna,9.60,initial
hellbringer419,9.59,initial
jadbox,9.59,initial
kokahunter,9.59,initial
kraikov,9.58,initial
dliuproduction,9.57,initial
ptrwtts,9.55,initial
sajet006,9.55,initial
citrudev,9.53,initial
maxdemyan,9.53,initial
techmastercloud,9.51,initial
0xashish,9.50,initial
432244,9.50,initial
abodiv-a,9.50,initial
abysms,9.50,initial
acidade,9.50,initial
aentohn,9.50,initial
alejoamiras,9.50,initial
alexandresobolevski,9.50,initial
alexduran,9.50,initial
alexinla,9.50,initial
allenlarocque,9.50,initial
alotta-money,9.50,initial
ana0,9.50,initial
antron3000,9.50,initial
aquariuslois,9.50,initial
arjunaskykok,9.50,initial
baleba,9.50,initial
bbremit,9.50,initial
bcg-mihai,9.50,initial
belozy,9.50,initial
bennisan86,9.50,initial
blockchainld,9.50,initial
bluecity1215,9.50,initial
brianprilick,9.50,initial
broccolex,9.50,initial
brohagan,9.50,initial
cacofonyx,9.50,initial
cbhaiji,9.50,initial
chatzidimi,9.50,initial
cheukkinchi,9.50,initial
chpapa,9.50,initial
cj42,9.50,initial
cleancoindev,9.50,initial
cm2505,9.50,initial
coinmandeer,9.50,initial
col3,9.50,initial
cprintzell,9.50,initial
cryptoec,9.50,initial
csschan,9.50,initial
davidmack-kji,9.50,initial
dayanidhidayu,9.50,initial
deadsec17,9.50,initial
decryptifyingtheodds,9.50,initial
devkrz,9.50,initial
doy-lee,9.50,initial
ebprofessor,9.50,initial
eddyg987,9.50,initial
emmett2012,9.50,initial
ernestopv22,9.50,initial
ethernian,9.50,initial
ethiscrazy,9.50,initial
feewet,9.50,initial
franciscom1821,9.50,initial
frankisawesome,9.50,initial
frankyin-factual,9.50,initial
garfieldkwong,9.50,initial
gimli32,9.50,initial
glastontoft,9.50,initial
glcni,9.50,initial
gokuljs,9.50,initial
grcchandra,9.50,initial
guthl,9.50,initial
haicu,9.50,initial
halo3mic,9.50,initial
haripranav,9.50,initial
harshitaarun,9.50,initial
hilltan,9.50,initial
hysmagus,9.50,initial
iamdocmatrix,9.50,initial
ibelite2,9.50,initial
iftheyknew,9.50,initial
iloveyoumolly,9.50,initial
jaclynlenee,9.50,initial
janvde,9.50,initial
jbhav24,9.50,initial
jernejml,9.50,initial
joenash,9.50,initial
jolly-jelly,9.50,initial
kinrezc,9.50,initial
klassicd,9.50,initial
knightav,9.50,initial
kowskicoder,9.50,initial
kryp0rd,9.50,initial
kstar80,9.50,initial
ktune-kpop,9.50,initial
kumsomi,9.50,initial
lakejynch,9.50,initial
larrythecucumber321,9.50,initial
lawrencelundybryan,9.50,initial
lilalips,9.50,initial
lizdaldal,9.50,initial
lrypto,9.50,initial
man15h,9.50,initial
mansgd,9.50,initial
maord-blck,9.50,initial
markpeterson69,9.50,initial
marksmargon,9.50,initial
matteoleibowitz,9.50,initial
matteozanon,9.50,initial
menetecel,9.50,initial
messiahsquee,9.50,initial
micmic0929,9.50,initial
migueloherrera,9.50,initial
mikemr,9.50,initial
mikestjean,9.50,initial
mjonas719,9.50,initial
monkeylink,9.50,initial
mrtenz,9.50,initial
myfrogger,9.50,initial
n4n0gh,9.50,initial
nagatodharma,9.50,initial
nagsbhat,9.50,initial
nagydaaniel,9.50,initial
nate-alex,9.50,initial
nchamo,9.50,initial
nickreynolds,9.50,initial
nikitha-bhonsle-g,9.50,initial
olivernchalk,9.50,initial
onicotpa,9.50,initial
othello16,9.50,initial
paulio1976,9.50,initial
peanutpete,9.50,initial
pengocat,9.50,initial
peppilittera,9.50,initial
peterlone,9.50,initial
pillarpablo,9.50,initial
plutoegg,9.50,initial
ptsayli,9.50,initial
puttylord,9.50,initial
pythonista7,9.50,initial
rahulkr2503,9.50,initial
rakshithal,9.50,initial
ritanz,9.50,initial
rohitmr,9.50,initial
ronb7139,9.50,initial
rossharry,9.50,initial
ryanc414,9.50,initial
sarthak-04,9.50,initial
saumyakushwaha,9.50,initial
sche,9.50,initial
schlegde,9.50,initial
sennmac,9.50,initial
sergio350,9.50,initial
sheethalmachado,9.50,initial
shekelbergoff,9.50,initial
soupscowboy,9.50,initial
soutawatatata,9.50,initial
srijithshariyabbe,9.50,initial
sriramgn0,9.50,initial
srisai85,9.50,initial
steliosrammos,9.50,initial
sukrutha8,9.50,initial
sunnya97,9.50,initial
svonava,9.50,initial
tamastorok,9.50,initial
tarrencev,9.50,initial
theloftalfred,9.50,initial
tipsysquid,9.50,initial
tjkix2006,9.50,initial
tonicebrian,9.50,initial
torenigma,9.50,initial
travix-tech,9.50,initial
twoducky,9.50,initial
ukstv,9.50,initial
uniquehuman,9.50,initial
vaporingmonk,9.50,initial
veryotaku,9.50,initial
vetri02,9.50,initial
vladmesodo,9.50,initial
vladostp,9.50,initial
willprice221,9.50,initial
wolflo,9.50,initial
yotseuk,9.50,initial
zeelich7,9.50,initial
zerim,9.50,initial
zodzilla,9.50,initial
aayu31,9.48,initial
bhupalsinghr1263,9.48,initial
jdogg85,9.48,initial
kendrickyz,9.48,initial
kirannamkudiya,9.48,initial
ahmadmoin,9.47,initial
azaan4000,9.47,initial
desaisatyam,9.47,initial
entree3,9.47,initial
hamzakhaan,9.47,initial
mjcronin,9.47,initial
mohammad8932,9.47,initial
nono577,9.47,initial
sondormon,9.47,initial
vinskasenda,9.47,initial
anonusergitcoin47-kjdvapdbpqzqvskeghbic6xrljv6ls32,9.46,initial
glvr182,9.46,initial
norhh,9.46,initial
mansanjam,9.45,initial
quybot,9.45,initial
fenxxx,9.43,initial
petarstojkovski,9.43,initial
lilred92,9.41,initial
ckhatri,9.40,initial
brunobar79,9.39,initial
jjbbbb,9.38,initial
patrykkopycinski,9.37,initial
ankita89s,9.36,initial
beasta,9.33,initial
irvatenilv,9.33,initial
irimiacosmin,9.31,initial
aakritishroff,9.30,initial
acjcer,9.30,initial
mdifrancesco,9.30,initial
vidalarditi,9.30,initial
cristpereirag,9.28,initial
giuroperto,9.26,initial
jeffowsley,9.24,initial
mckingho,9.24,initial
mucahit608,9.24,initial
shawnringlin,9.24,initial
shefali1511,9.24,initial
xyony,9.24,initial
bahelit,9.23,initial
cryptojasonnl,9.23,initial
dudesahn,9.23,initial
golu0623,9.23,initial
hiturunk,9.23,initial
tysonde,9.22,initial
antoris123,9.21,initial
cyotee,9.21,initial
rodmasson,9.19,initial
vacioincordio,9.19,initial
marcof90,9.18,initial
sidework,9.18,initial
vnepveu,9.18,initial
stevehouf,9.16,initial
aland1013,9.15,initial
ed-george,9.13,initial
privatebear,9.13,initial
vanzcrypto,9.13,initial
chuckstock,9.11,initial
minnonymous,9.11,initial
ndiloso,9.09,initial
shahriyar351,9.09,initial
camille-s,9.06,initial
derasweras,9.06,initial
henrique1837,9.06,initial
dhalsim,9.05,initial
egyhorus,9.04,initial
dai-eth,9.03,initial
uwieske,9.03,initial
maxabbs,9.02,initial
billionloke,9.01,initial
chengfulun,9.01,initial
dripwalking,9.00,initial
hhuggins,9.00,initial
mvpratt,9.00,initial
szejin,9.00,initial
viktorzub,9.00,initial
1power,8.98,initial
haydenyoung,8.98,initial
guillermodlco,8.97,initial
mindsgn,8.97,initial
peterdavehello,8.95,initial
kgendrich,8.93,initial
lingtian,8.93,initial
mattiascaricato,8.91,initial
pedro225588,8.91,initial
lucapdr01,8.90,initial
marosplsik,8.90,initial
berserk999,8.89,initial
grimlock1983,8.86,initial
aiinkiestism,8.85,initial
maximalniq,8.85,initial
tjones0808,8.85,initial
vgk88,8.82,initial
anorakthagreat,8.78,initial
darkdaysfall,8.78,initial
fermigbm,8.78,initial
katotopark,8.78,initial
dinardoema,8.75,initial
elzinc,8.75,initial
qu0b,8.75,initial
singh-lovepreet,8.75,initial
surfer77,8.74,initial
krboktv,8.70,initial
flomast,8.69,initial
bentaylor84,8.68,initial
bradwbradw,8.68,initial
cpbennett4,8.67,initial
seema31,8.66,initial
sedou,8.65,initial
1sere54,8.64,initial
evanstucker-hates-2fa,8.62,initial
sammehta88,8.62,initial
cong989,8.61,initial
marcosrecio,8.61,initial
wilbarnes,8.61,initial
dmitriybe,8.60,initial
faizrdisy,8.60,initial
lightnode,8.60,initial
optictopic,8.60,initial
buddies2705,8.59,initial
nrednav,8.59,initial
mkachu2810,8.58,initial
skyfly200,8.58,initial
trumpikas,8.58,initial
alexcalauz,8.57,initial
h3k,8.57,initial
pyramid2017,8.57,initial
ropottnik,8.57,initial
gordonquinn,8.56,initial
anuran-polliwog,8.55,initial
dakingha69,8.55,initial
denverjude,8.55,initial
eriksuazo95,8.55,initial
fonship,8.55,initial
numundo,8.55,initial
pablox43,8.55,initial
r-botto,8.55,initial
sanjayprabhu,8.55,initial
sdumfries,8.55,initial
stevepatail,8.55,initial
sublime1,8.55,initial
adamjamesmartin,8.54,initial
ooakosimo,8.54,initial
abbaskhan87,8.53,initial
adeyezbamz,8.53,initial
akashs1,8.53,initial
alamin019430,8.53,initial
alvee123,8.53,initial
andrewstr91,8.53,initial
artfea11,8.53,initial
axloris,8.53,initial
ayodeji-1,8.53,initial
blacksuntoken,8.53,initial
cmkcmk77,8.53,initial
dedie113,8.53,initial
dewarucci,8.53,initial
erie113,8.53,initial
ghosal84,8.53,initial
gokselc,8.53,initial
harun7310,8.53,initial
iarsalanshah,8.53,initial
imranhd,8.53,initial
iram4000,8.53,initial
knoxware12,8.53,initial
kotharikirti86,8.53,initial
kunalaxe,8.53,initial
lamin12131415,8.53,initial
lootlo999,8.53,initial
macforex,8.53,initial
manandia7,8.53,initial
mariamarianel,8.53,initial
michael-wang,8.53,initial
murtgit,8.53,initial
omgoudett,8.53,initial
prastianhd,8.53,initial
raju567718,8.53,initial
ratan770,8.53,initial
rezanurohmat8d,8.53,initial
roller777,8.53,initial
salaropiuk,8.53,initial
santi2599,8.53,initial
santukti73,8.53,initial
sau112,8.53,initial
shohag2,8.53,initial
snowrosse,8.53,initial
sumanmondal721427,8.53,initial
tcooksey1972,8.53,initial
thiha661234,8.53,initial
turs382,8.53,initial
uk456,8.53,initial
yenaung9,8.53,initial
deeznharmony,8.48,initial
w1kke,8.48,initial
topper88,8.47,initial
schinmayee,8.46,initial
sonalijain14,8.46,initial
alice058mm,8.44,initial
truongx,8.42,initial
vish198910,8.41,initial
cryptobritty,8.40,initial
samali1222,8.40,initial
anuj2110,8.39,initial
dain432,8.39,initial
happykoalacrypto,8.38,initial
dominictayloruk,8.37,initial
a2hill,8.36,initial
daianepiva,8.36,initial
ieirama4,8.36,initial
jeroz1,8.36,initial
j-monks,8.36,initial
abhibhatia04,8.35,initial
chaoscollateraldamage,8.33,initial
tinagallano,8.33,initial
klebmatrix,8.32,initial
kontolaja,8.32,initial
deanberwick,8.30,initial
alessandrokonrad,8.29,initial
jmandias,8.28,initial
samuel01558,8.26,initial
swagtimusprime,8.26,initial
afonsomiao,8.23,initial
buddhadev1993,8.23,initial
datawarrior123,8.23,initial
